resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3,latitude,longitude
449,Vancouver CMA,BC,V3J,170,14,14.0,49.265,-122.8716
450,Vancouver CMA,BC,V3J,91,27,14.0,49.265,-122.8716
451,Vancouver CMA,BC,V3L,91,21,14.0,49.2201,-122.8998
452,Vancouver CMA,BC,V3L,91,49,14.0,49.2201,-122.8998
453,Vancouver CMA,BC,V3N,90,14,34.0,49.2275,-122.9301
454,Vancouver CMA,BC,V3N,91,14,14.0,49.2275,-122.9301
455,Vancouver CMA,BC,V3W,124,23,14.0,49.141,-122.8569
456,Vancouver CMA,BC,V3W,92,27,14.0,49.141,-122.8569
457,Vancouver CMA,BC,V4A,98,20,14.0,49.0374,-122.8299
458,Vancouver CMA,BC,V4A,91,26,14.0,49.0374,-122.8299
459,Vancouver CMA,BC,V4C,96,20,14.0,49.1551,-122.9124
460,Vancouver CMA,BC,V4C,102,14,14.0,49.1551,-122.9124
461,Vancouver CMA,BC,V4C,92,14,14.0,49.1551,-122.9124
462,Vancouver CMA,BC,V4K,92,15,14.0,49.0986,-123.0318
463,Vancouver CMA,BC,V4K,93,14,14.0,49.0986,-123.0318
464,Vancouver CMA,BC,V4M,92,28,14.0,49.0331,-123.0877
465,Vancouver CMA,BC,V4M,109,25,14.0,49.0331,-123.0877
466,Vancouver CMA,BC,V4R,92,14,14.0,49.2903,-122.5169
467,Vancouver CMA,BC,V4R,92,35,14.0,49.2903,-122.5169
468,Vancouver CMA,BC,V5A,91,20,14.0,49.264,-122.9369
469,Vancouver CMA,BC,V5A,89,18,14.0,49.264,-122.9369
470,Vancouver CMA,BC,V5B,91,14,14.0,49.2769,-122.9761
471,Vancouver CMA,BC,V5B,91,48,14.0,49.2769,-122.9761
472,Vancouver CMA,BC,V5H,92,18,14.0,49.2302,-122.9952
473,Vancouver CMA,BC,V5H,91,14,14.0,49.2302,-122.9952
474,Vancouver CMA,BC,V5J,101,67,14.0,49.2038,-122.9921
475,Vancouver CMA,BC,V5J,96,39,14.0,49.2038,-122.9921
476,Vancouver CMA,BC,V6K,123,14,14.0,49.2646,-123.1648
477,Vancouver CMA,BC,V6K,91,20,14.0,49.2646,-123.1648
478,Vancouver CMA,BC,V6Y,95,26,14.0,49.17,-123.1368
479,Vancouver CMA,BC,V6Y,92,14,17.0,49.17,-123.1368
481,Vancouver CMA,BC,V7E,93,16,14.0,49.1323,-123.1705
482,Vancouver CMA,BC,V7J,108,14,14.0,49.3622,-123.0178
483,Vancouver CMA,BC,V7J,93,25,14.0,49.3622,-123.0178
484,Vancouver CMA,BC,V7L,95,14,18.0,49.316,-123.0576
485,Vancouver CMA,BC,V7L,92,94,14.0,49.316,-123.0576
486,Vancouver CMA,BC,V7N,96,43,14.0,49.35,-123.0679
487,Vancouver CMA,BC,V7N,97,23,14.0,49.35,-123.0679
488,Vancouver CMA,BC,V7V,91,39,20.0,49.3397,-123.1912
489,Vancouver CMA,BC,V7V,91,77,14.0,49.3397,-123.1912
490,Victoria CMA,BC,V8N,101,20,14.0,48.4765,-123.3145
491,Victoria CMA,BC,V8N,90,37,14.0,48.4765,-123.3145
492,Victoria CMA,BC,V8N,91,55,15.0,48.4765,-123.3145
493,Victoria CMA,BC,V8N,91,46,14.0,48.4765,-123.3145
494,Victoria CMA,BC,V8N,91,26,14.0,48.4765,-123.3145
495,Victoria CMA,BC,V8N,90,55,14.0,48.4765,-123.3145
496,Victoria CMA,BC,V8N,91,33,14.0,48.4765,-123.3145
497,Victoria CMA,BC,V8N,101,29,14.0,48.4765,-123.3145
498,Victoria CMA,BC,V8N,92,31,14.0,48.4765,-123.3145
499,Victoria CMA,BC,V8N,91,51,14.0,48.4765,-123.3145
500,Victoria CMA,BC,V8P,96,39,14.0,48.4583,-123.3325
501,Victoria CMA,BC,V8P,92,14,14.0,48.4583,-123.3325
502,Victoria CMA,BC,V8P,92,22,14.0,48.4583,-123.3325
503,Victoria CMA,BC,V8P,88,126,14.0,48.4583,-123.3325
504,Victoria CMA,BC,V8P,51,26,44.0,48.4583,-123.3325
505,Victoria CMA,BC,V8R,95,45,14.0,48.4496,-123.3026
506,Victoria CMA,BC,V8R,94,22,14.0,48.4496,-123.3026
507,Victoria CMA,BC,V8R,82,19,14.0,48.4496,-123.3026
508,Victoria CMA,BC,V8R,92,20,18.0,48.4496,-123.3026
509,Victoria CMA,BC,V8R,91,29,14.0,48.4496,-123.3026
510,Victoria CMA,BC,V8R,92,18,14.0,48.4496,-123.3026
511,Victoria CMA,BC,V8R,91,20,14.0,48.4496,-123.3026
512,Victoria CMA,BC,V8R,102,18,14.0,48.4496,-123.3026
513,Victoria CMA,BC,V8S,97,32,14.0,48.42,-123.3047
514,Victoria CMA,BC,V8S,112,30,14.0,48.42,-123.3047
515,Victoria CMA,BC,V8S,94,29,14.0,48.42,-123.3047
516,Victoria CMA,BC,V8S,92,32,14.0,48.42,-123.3047
517,Victoria CMA,BC,V8S,92,24,14.0,48.42,-123.3047
518,Victoria CMA,BC,V8S,123,34,14.0,48.42,-123.3047
519,Victoria CMA,BC,V8S,222,41,14.0,48.42,-123.3047
520,Victoria CMA,BC,V8T,97,28,14.0,48.4392,-123.3566
521,Victoria CMA,BC,V8T,90,61,14.0,48.4392,-123.3566
522,Victoria CMA,BC,V8T,91,37,14.0,48.4392,-123.3566
523,Victoria CMA,BC,V8T,91,35,14.0,48.4392,-123.3566
524,Victoria CMA,BC,V8T,90,74,14.0,48.4392,-123.3566
525,Victoria CMA,BC,V8T,93,29,14.0,48.4392,-123.3566
526,Victoria CMA,BC,V8V,91,25,14.0,48.4167,-123.365
527,Victoria CMA,BC,V8V,91,26,14.0,48.4167,-123.365
528,Victoria CMA,BC,V8V,90,15,14.0,48.4167,-123.365
529,Victoria CMA,BC,V8V,108,17,14.0,48.4167,-123.365
530,Victoria CMA,BC,V8V,95,14,25.0,48.4167,-123.365
531,Victoria CMA,BC,V8V,91,18,14.0,48.4167,-123.365
532,Victoria CMA,BC,V8V,92,26,14.0,48.4167,-123.365
533,Victoria CMA,BC,V8V,96,14,23.0,48.4167,-123.365
534,Victoria CMA,BC,V8X,100,18,14.0,48.4777,-123.3658
535,Victoria CMA,BC,V8X,91,30,16.0,48.4777,-123.3658
536,Victoria CMA,BC,V8X,95,28,14.0,48.4777,-123.3658
537,Victoria CMA,BC,V8X,116,59,14.0,48.4777,-123.3658
538,Victoria CMA,BC,V8X,107,65,14.0,48.4777,-123.3658
539,Victoria CMA,BC,V8X,91,14,14.0,48.4777,-123.3658
540,Victoria CMA,BC,V8X,107,29,14.0,48.4777,-123.3658
541,Victoria CMA,BC,V8X,91,23,14.0,48.4777,-123.3658
542,Victoria CMA,BC,V8Y,91,28,14.0,48.5247,-123.3745
543,Victoria CMA,BC,V8Y,91,41,14.0,48.5247,-123.3745
544,Victoria CMA,BC,V8Y,92,53,32.0,48.5247,-123.3745
545,Victoria CMA,BC,V8Z,97,77,14.0,48.4993,-123.4003
546,Victoria CMA,BC,V8Z,95,30,14.0,48.4993,-123.4003
547,Victoria CMA,BC,V8Z,100,43,14.0,48.4993,-123.4003
548,Victoria CMA,BC,V8Z,93,31,14.0,48.4993,-123.4003
549,Victoria CMA,BC,V8Z,91,24,14.0,48.4993,-123.4003
550,Victoria CMA,BC,V8Z,93,14,14.0,48.4993,-123.4003
551,Victoria CMA,BC,V8Z,93,47,14.0,48.4993,-123.4003
552,Victoria CMA,BC,V8Z,91,61,14.0,48.4993,-123.4003
553,Victoria CMA,BC,V8Z,98,119,14.0,48.4993,-123.4003
554,Victoria CMA,BC,V9A,90,54,20.0,48.4496,-123.4193
555,Victoria CMA,BC,V9A,111,37,14.0,48.4496,-123.4193
556,Victoria CMA,BC,V9A,96,17,14.0,48.4496,-123.4193
557,Victoria CMA,BC,V9A,116,14,14.0,48.4496,-123.4193
558,Victoria CMA,BC,V9A,91,22,14.0,48.4496,-123.4193
559,Victoria CMA,BC,V9A,98,14,14.0,48.4496,-123.4193
560,Victoria CMA,BC,V9A,91,66,14.0,48.4496,-123.4193
561,Victoria CMA,BC,V9A,91,14,14.0,48.4496,-123.4193
562,Victoria CMA,BC,V9A,97,69,14.0,48.4496,-123.4193
563,Victoria CMA,BC,V9B,97,78,14.0,48.4793,-123.5271
564,Victoria CMA,BC,V9B,94,34,14.0,48.4793,-123.5271
565,Victoria CMA,BC,V9B,95,14,14.0,48.4793,-123.5271
566,Victoria CMA,BC,V9B,91,21,14.0,48.4793,-123.5271
567,Victoria CMA,BC,V9B,92,28,14.0,48.4793,-123.5271
568,Victoria CMA,BC,V9B,90,60,14.0,48.4793,-123.5271
569,Victoria CMA,BC,V9B,92,45,14.0,48.4793,-123.5271
570,Victoria CMA,BC,V9B,149,31,14.0,48.4793,-123.5271
571,Victoria CMA,BC,V9B,91,38,28.0,48.4793,-123.5271
572,Victoria CMA,BC,V9B,101,14,14.0,48.4793,-123.5271
573,Victoria CMA,BC,V9B,90,75,14.0,48.4793,-123.5271
574,Victoria CMA,BC,V9C,122,32,14.0,48.3829,-123.5359
575,Victoria CMA,BC,V9C,95,174,23.0,48.3829,-123.5359
576,Victoria CMA,BC,V9C,91,14,16.0,48.3829,-123.5359
577,Victoria CMA,BC,V9C,61,21,29.0,48.3829,-123.5359
578,Victoria CMA,BC,V9C,91,19,14.0,48.3829,-123.5359
579,Victoria CMA,BC,V9C,92,23,14.0,48.3829,-123.5359
580,Victoria CMA,BC,V9C,92,47,14.0,48.3829,-123.5359
581,Victoria CMA,BC,V9E,91,54,14.0,48.5219,-123.453
582,Victoria CMA,BC,V9E,90,23,14.0,48.5219,-123.453
583,Victoria CMA,BC,V9E,91,45,14.0,48.5219,-123.453
584,Victoria CMA,BC,V9E,74,28,14.0,48.5219,-123.453
585,Victoria CMA,BC,V9E,91,56,14.0,48.5219,-123.453
586,Victoria CMA,BC,V9E,91,26,14.0,48.5219,-123.453
587,Victoria CMA,BC,V9E,109,38,14.0,48.5219,-123.453
588,Victoria CMA,BC,V9E,91,53,14.0,48.5219,-123.453
589,Victoria CMA,BC,V9Z,98,14,14.0,48.3746,-123.7276
590,Victoria CMA,BC,V9Z,94,83,31.0,48.3746,-123.7276
599,Winnipeg CMA,MB,R2C,92,214,14.0,49.9247,-96.9563
600,Winnipeg CMA,MB,R2C,92,85,14.0,49.9247,-96.9563
601,Winnipeg CMA,MB,R2C,90,196,15.0,49.9247,-96.9563
602,Winnipeg CMA,MB,R2C,93,435,18.0,49.9247,-96.9563
603,Winnipeg CMA,MB,R2E,91,126,14.0,49.9791,-97.0128
604,Winnipeg CMA,MB,R2E,92,139,36.0,49.9791,-97.0128
605,Winnipeg CMA,MB,R2E,91,130,14.0,49.9791,-97.0128
606,Winnipeg CMA,MB,R2G,99,149,14.0,49.9413,-97.0571
607,Winnipeg CMA,MB,R2G,93,216,14.0,49.9413,-97.0571
608,Winnipeg CMA,MB,R2G,95,133,20.0,49.9413,-97.0571
609,Winnipeg CMA,MB,R2G,93,101,14.0,49.9413,-97.0571
610,Winnipeg CMA,MB,R2G,91,202,14.0,49.9413,-97.0571
611,Winnipeg CMA,MB,R2H,93,294,14.0,49.8846,-97.1186
612,Winnipeg CMA,MB,R2H,107,288,14.0,49.8846,-97.1186
613,Winnipeg CMA,MB,R2H,91,411,14.0,49.8846,-97.1186
614,Winnipeg CMA,MB,R2J,99,86,14.0,49.8665,-97.0633
615,Winnipeg CMA,MB,R2J,92,141,14.0,49.8665,-97.0633
616,Winnipeg CMA,MB,R2J,106,258,14.0,49.8665,-97.0633
617,Winnipeg CMA,MB,R2J,110,93,14.0,49.8665,-97.0633
618,Winnipeg CMA,MB,R2K,92,389,14.0,49.9203,-97.083
619,Winnipeg CMA,MB,R2K,92,395,14.0,49.9203,-97.083
620,Winnipeg CMA,MB,R2K,105,100,14.0,49.9203,-97.083
621,Winnipeg CMA,MB,R2K,105,635,14.0,49.9203,-97.083
622,Winnipeg CMA,MB,R2L,93,50,14.0,49.9075,-97.0996
623,Winnipeg CMA,MB,R2L,92,182,14.0,49.9075,-97.0996
624,Winnipeg CMA,MB,R2L,90,70,14.0,49.9075,-97.0996
625,Winnipeg CMA,MB,R2M,95,331,14.0,49.8396,-97.1147
626,Winnipeg CMA,MB,R2M,91,259,14.0,49.8396,-97.1147
627,Winnipeg CMA,MB,R2M,91,1220,14.0,49.8396,-97.1147
628,Winnipeg CMA,MB,R2M,92,1018,14.0,49.8396,-97.1147
629,Winnipeg CMA,MB,R2N,93,204,14.0,49.7838,-97.0973
630,Winnipeg CMA,MB,R2N,97,180,14.0,49.7838,-97.0973
631,Winnipeg CMA,MB,R2N,95,151,18.0,49.7838,-97.0973
632,Winnipeg CMA,MB,R2P,93,353,14.0,49.9696,-97.1554
633,Winnipeg CMA,MB,R2P,91,245,14.0,49.9696,-97.1554
634,Winnipeg CMA,MB,R2P,91,297,14.0,49.9696,-97.1554
635,Winnipeg CMA,MB,R2R,89,77,14.0,49.9377,-97.2162
636,Winnipeg CMA,MB,R2R,105,180,14.0,49.9377,-97.2162
637,Winnipeg CMA,MB,R2V,91,330,14.0,49.9548,-97.1112
638,Winnipeg CMA,MB,R2V,100,257,14.0,49.9548,-97.1112
639,Winnipeg CMA,MB,R2V,95,91,14.0,49.9548,-97.1112
640,Winnipeg CMA,MB,R2V,97,144,14.0,49.9548,-97.1112
641,Winnipeg CMA,MB,R2W,91,82,24.0,49.9195,-97.1354
642,Winnipeg CMA,MB,R2W,103,75,14.0,49.9195,-97.1354
643,Winnipeg CMA,MB,R2W,91,80,14.0,49.9195,-97.1354
644,Winnipeg CMA,MB,R2X,93,194,14.0,49.9322,-97.1733
645,Winnipeg CMA,MB,R2X,92,372,14.0,49.9322,-97.1733
646,Winnipeg CMA,MB,R3B,105,139,14.0,49.898,-97.1401
647,Winnipeg CMA,MB,R3B,101,107,14.0,49.898,-97.1401
648,Winnipeg CMA,MB,R3B,106,37,14.0,49.898,-97.1401
649,Winnipeg CMA,MB,R3E,92,238,14.0,49.9081,-97.1779
650,Winnipeg CMA,MB,R3E,92,38,14.0,49.9081,-97.1779
651,Winnipeg CMA,MB,R3G,102,188,22.0,49.8876,-97.1807
652,Winnipeg CMA,MB,R3G,95,176,14.0,49.8876,-97.1807
653,Winnipeg CMA,MB,R3G,110,67,14.0,49.8876,-97.1807
654,Winnipeg CMA,MB,R3J,112,76,14.0,49.8966,-97.2404
655,Winnipeg CMA,MB,R3J,93,208,14.0,49.8966,-97.2404
656,Winnipeg CMA,MB,R3J,91,283,14.0,49.8966,-97.2404
657,Winnipeg CMA,MB,R3J,92,109,14.0,49.8966,-97.2404
658,Winnipeg CMA,MB,R3K,92,462,46.0,49.8734,-97.307
659,Winnipeg CMA,MB,R3K,103,36,14.0,49.8734,-97.307
660,Winnipeg CMA,MB,R3L,91,97,14.0,49.867,-97.1356
661,Winnipeg CMA,MB,R3L,91,190,14.0,49.867,-97.1356
662,Winnipeg CMA,MB,R3L,92,405,14.0,49.867,-97.1356
663,Winnipeg CMA,MB,R3M,91,126,15.0,49.8625,-97.1665
664,Winnipeg CMA,MB,R3M,91,742,14.0,49.8625,-97.1665
665,Winnipeg CMA,MB,R3M,104,275,14.0,49.8625,-97.1665
666,Winnipeg CMA,MB,R3N,91,188,14.0,49.8629,-97.1959
667,Winnipeg CMA,MB,R3N,91,93,14.0,49.8629,-97.1959
668,Winnipeg CMA,MB,R3N,93,105,14.0,49.8629,-97.1959
669,Winnipeg CMA,MB,R3P,91,373,14.0,49.8425,-97.2182
670,Winnipeg CMA,MB,R3P,93,159,14.0,49.8425,-97.2182
671,Winnipeg CMA,MB,R3P,143,230,14.0,49.8425,-97.2182
672,Winnipeg CMA,MB,R3R,102,220,14.0,49.8546,-97.2874
673,Winnipeg CMA,MB,R3R,91,799,14.0,49.8546,-97.2874
674,Winnipeg CMA,MB,R3R,121,666,19.0,49.8546,-97.2874
675,Winnipeg CMA,MB,R3R,93,400,17.0,49.8546,-97.2874
676,Winnipeg CMA,MB,R3R,91,141,22.0,49.8546,-97.2874
677,Winnipeg CMA,MB,R3T,93,275,14.0,49.8143,-97.1531
678,Winnipeg CMA,MB,R3T,93,274,25.0,49.8143,-97.1531
679,Winnipeg CMA,MB,R3T,105,191,14.0,49.8143,-97.1531
680,Winnipeg CMA,MB,R3V,113,675,33.0,49.7462,-97.1745
681,Winnipeg CMA,MB,R3V,89,97,14.0,49.7462,-97.1745
682,Winnipeg CMA,MB,R3V,91,87,14.0,49.7462,-97.1745
683,Winnipeg CMA,MB,R3W,92,282,24.0,49.9141,-97.0401
684,Winnipeg CMA,MB,R3W,92,228,14.0,49.9141,-97.0401
685,Winnipeg CMA,MB,R3X,91,114,14.0,49.8209,-97.0322
686,Winnipeg CMA,MB,R3X,91,101,14.0,49.8209,-97.0322
687,Winnipeg CMA,MB,R3Y,90,121,14.0,49.7885,-97.2147
688,Winnipeg CMA,MB,R3Y,93,63,14.0,49.7885,-97.2147
689,Winnipeg CMA,MB,R3Y,92,195,14.0,49.7885,-97.2147
690,Moncton CMA,NB,E1A,91,17,14.0,46.0967,-64.7087
691,Moncton CMA,NB,E1A,92,117,14.0,46.0967,-64.7087
692,Moncton CMA,NB,E1A,93,55,14.0,46.0967,-64.7087
693,Moncton CMA,NB,E1A,93,162,14.0,46.0967,-64.7087
694,Moncton CMA,NB,E1A,96,14,73.0,46.0967,-64.7087
695,Moncton CMA,NB,E1A,91,59,16.0,46.0967,-64.7087
696,Moncton CMA,NB,E1A,91,103,14.0,46.0967,-64.7087
697,Moncton CMA,NB,E1A,91,86,14.0,46.0967,-64.7087
698,Moncton CMA,NB,E1A,92,148,14.0,46.0967,-64.7087
699,Moncton CMA,NB,E1A,98,83,14.0,46.0967,-64.7087
700,Moncton CMA,NB,E1A,91,45,14.0,46.0967,-64.7087
701,Moncton CMA,NB,E1A,95,36,14.0,46.0967,-64.7087
702,Moncton CMA,NB,E1A,91,38,14.0,46.0967,-64.7087
703,Moncton CMA,NB,E1B,92,97,17.0,46.0545,-64.816
704,Moncton CMA,NB,E1B,91,40,14.0,46.0545,-64.816
705,Moncton CMA,NB,E1B,100,58,21.0,46.0545,-64.816
706,Moncton CMA,NB,E1B,93,49,14.0,46.0545,-64.816
707,Moncton CMA,NB,E1B,91,122,14.0,46.0545,-64.816
708,Moncton CMA,NB,E1B,91,63,14.0,46.0545,-64.816
709,Moncton CMA,NB,E1B,90,45,14.0,46.0545,-64.816
710,Moncton CMA,NB,E1B,90,58,14.0,46.0545,-64.816
711,Moncton CMA,NB,E1B,92,90,14.0,46.0545,-64.816
712,Moncton CMA,NB,E1B,91,41,20.0,46.0545,-64.816
713,Moncton CMA,NB,E1B,91,117,14.0,46.0545,-64.816
714,Moncton CMA,NB,E1C,91,88,14.0,46.0987,-64.8036
715,Moncton CMA,NB,E1C,94,14,14.0,46.0987,-64.8036
716,Moncton CMA,NB,E1C,91,79,14.0,46.0987,-64.8036
717,Moncton CMA,NB,E1C,92,29,14.0,46.0987,-64.8036
720,Moncton CMA,NB,E1C,91,15,14.0,46.0987,-64.8036
721,Moncton CMA,NB,E1C,90,14,14.0,46.0987,-64.8036
723,Moncton CMA,NB,E1C,108,36,14.0,46.0987,-64.8036
724,Moncton CMA,NB,E1C,92,38,14.0,46.0987,-64.8036
725,Moncton CMA,NB,E1C,97,37,21.0,46.0987,-64.8036
726,Moncton CMA,NB,E1C,92,54,14.0,46.0987,-64.8036
727,Moncton CMA,NB,E1C,99,98,14.0,46.0987,-64.8036
728,Moncton CMA,NB,E1C,93,81,37.0,46.0987,-64.8036
729,Moncton CMA,NB,E1E,97,108,14.0,46.0771,-64.8529
730,Moncton CMA,NB,E1E,91,44,14.0,46.0771,-64.8529
731,Moncton CMA,NB,E1E,106,33,14.0,46.0771,-64.8529
732,Moncton CMA,NB,E1E,101,31,14.0,46.0771,-64.8529
733,Moncton CMA,NB,E1E,94,44,14.0,46.0771,-64.8529
734,Moncton CMA,NB,E1E,99,59,14.0,46.0771,-64.8529
735,Moncton CMA,NB,E1E,116,30,14.0,46.0771,-64.8529
736,Moncton CMA,NB,E1E,91,28,14.0,46.0771,-64.8529
737,Moncton CMA,NB,E1E,114,38,14.0,46.0771,-64.8529
738,Moncton CMA,NB,E1E,97,18,14.0,46.0771,-64.8529
739,Moncton CMA,NB,E1E,91,89,14.0,46.0771,-64.8529
740,Moncton CMA,NB,E1E,127,46,14.0,46.0771,-64.8529
741,Moncton CMA,NB,E1E,97,95,14.0,46.0771,-64.8529
742,Moncton CMA,NB,E1E,94,76,14.0,46.0771,-64.8529
743,Moncton CMA,NB,E1E,98,18,14.0,46.0771,-64.8529
744,Moncton CMA,NB,E1G,129,14,14.0,46.1797,-64.9484
745,Moncton CMA,NB,E1G,92,106,28.0,46.1797,-64.9484
746,Moncton CMA,NB,E1G,122,36,14.0,46.1797,-64.9484
747,Moncton CMA,NB,E1G,105,57,14.0,46.1797,-64.9484
748,Moncton CMA,NB,E1G,91,43,20.0,46.1797,-64.9484
749,Moncton CMA,NB,E1G,90,91,14.0,46.1797,-64.9484
750,Moncton CMA,NB,E1G,93,93,14.0,46.1797,-64.9484
751,Moncton CMA,NB,E1G,30,655,41.0,46.1797,-64.9484
752,Moncton CMA,NB,E1G,91,232,14.0,46.1797,-64.9484
753,Moncton CMA,NB,E1G,102,68,14.0,46.1797,-64.9484
754,Moncton CMA,NB,E1G,93,130,23.0,46.1797,-64.9484
755,Moncton CMA,NB,E1G,90,70,14.0,46.1797,-64.9484
756,Moncton CMA,NB,E1G,93,115,14.0,46.1797,-64.9484
757,Moncton CMA,NB,E1G,91,143,14.0,46.1797,-64.9484
758,Moncton CMA,NB,E1G,107,21,14.0,46.1797,-64.9484
759,Moncton CMA,NB,E1G,92,50,14.0,46.1797,-64.9484
760,Moncton CMA,NB,E1G,127,207,14.0,46.1797,-64.9484
761,Moncton CMA,NB,E1H,88,14,14.0,46.1732,-64.6957
762,Moncton CMA,NB,E1H,93,30,14.0,46.1732,-64.6957
763,Moncton CMA,NB,E1H,94,44,14.0,46.1732,-64.6957
764,Moncton CMA,NB,E1H,92,99,14.0,46.1732,-64.6957
765,Moncton CMA,NB,E1H,131,65,14.0,46.1732,-64.6957
766,Moncton CMA,NB,E1H,98,57,14.0,46.1732,-64.6957
767,Moncton CMA,NB,E1H,95,64,14.0,46.1732,-64.6957
768,Moncton CMA,NB,E1H,91,82,14.0,46.1732,-64.6957
769,Moncton CMA,NB,E1H,93,52,14.0,46.1732,-64.6957
770,Moncton CMA,NB,E1H,91,153,14.0,46.1732,-64.6957
771,Moncton CMA,NB,E1H,95,205,14.0,46.1732,-64.6957
772,Moncton CMA,NB,E1H,94,208,14.0,46.1732,-64.6957
773,Moncton CMA,NB,E1H,93,96,14.0,46.1732,-64.6957
774,Moncton CMA,NB,E1J,97,97,14.0,45.9976,-64.8483
775,Moncton CMA,NB,E1J,95,70,14.0,45.9976,-64.8483
776,Moncton CMA,NB,E1J,99,35,14.0,45.9976,-64.8483
777,Moncton CMA,NB,E1J,91,67,14.0,45.9976,-64.8483
778,Moncton CMA,NB,E1J,91,53,14.0,45.9976,-64.8483
779,Moncton CMA,NB,E1J,100,82,14.0,45.9976,-64.8483
780,Moncton CMA,NB,E1J,96,46,14.0,45.9976,-64.8483
781,Moncton CMA,NB,E1J,89,205,14.0,45.9976,-64.8483
782,Moncton CMA,NB,E1J,91,61,14.0,45.9976,-64.8483
783,Moncton CMA,NB,E1J,91,45,14.0,45.9976,-64.8483
784,Moncton CMA,NB,E1J,91,89,14.0,45.9976,-64.8483
786,Saint John CMA,NB,E2H,91,58,14.0,45.35,-66.0101
787,Saint John CMA,NB,E2H,180,139,14.0,45.35,-66.0101
788,Saint John CMA,NB,E2H,91,57,14.0,45.35,-66.0101
789,Saint John CMA,NB,E2H,91,85,14.0,45.35,-66.0101
790,Saint John CMA,NB,E2H,92,100,14.0,45.35,-66.0101
791,Saint John CMA,NB,E2H,93,64,15.0,45.35,-66.0101
792,Saint John CMA,NB,E2H,92,55,14.0,45.35,-66.0101
793,Saint John CMA,NB,E2H,103,56,14.0,45.35,-66.0101
794,Saint John CMA,NB,E2H,91,14,41.0,45.35,-66.0101
795,Saint John CMA,NB,E2H,98,77,25.0,45.35,-66.0101
796,Saint John CMA,NB,E2J,93,57,14.0,45.2563,-65.9432
797,Saint John CMA,NB,E2J,121,14,14.0,45.2563,-65.9432
798,Saint John CMA,NB,E2J,90,22,14.0,45.2563,-65.9432
799,Saint John CMA,NB,E2J,107,14,14.0,45.2563,-65.9432
800,Saint John CMA,NB,E2J,99,26,24.0,45.2563,-65.9432
801,Saint John CMA,NB,E2J,193,98,14.0,45.2563,-65.9432
802,Saint John CMA,NB,E2J,92,49,14.0,45.2563,-65.9432
803,Saint John CMA,NB,E2J,102,149,14.0,45.2563,-65.9432
804,Saint John CMA,NB,E2J,91,45,14.0,45.2563,-65.9432
805,Saint John CMA,NB,E2J,92,111,14.0,45.2563,-65.9432
806,Saint John CMA,NB,E2J,91,52,14.0,45.2563,-65.9432
807,Saint John CMA,NB,E2J,91,32,22.0,45.2563,-65.9432
808,Saint John CMA,NB,E2J,111,38,14.0,45.2563,-65.9432
809,Saint John CMA,NB,E2J,92,21,14.0,45.2563,-65.9432
810,Saint John CMA,NB,E2J,69,102,26.0,45.2563,-65.9432
811,Saint John CMA,NB,E2J,91,52,14.0,45.2563,-65.9432
812,Saint John CMA,NB,E2J,94,14,14.0,45.2563,-65.9432
813,Saint John CMA,NB,E2J,86,118,205.0,45.2563,-65.9432
814,Saint John CMA,NB,E2J,92,14,14.0,45.2563,-65.9432
815,Saint John CMA,NB,E2K,91,14,14.0,45.3053,-66.0808
816,Saint John CMA,NB,E2K,91,16,25.0,45.3053,-66.0808
817,Saint John CMA,NB,E2K,91,210,14.0,45.3053,-66.0808
818,Saint John CMA,NB,E2K,124,317,14.0,45.3053,-66.0808
819,Saint John CMA,NB,E2K,91,129,129.0,45.3053,-66.0808
820,Saint John CMA,NB,E2K,95,55,14.0,45.3053,-66.0808
821,Saint John CMA,NB,E2K,89,106,14.0,45.3053,-66.0808
822,Saint John CMA,NB,E2K,91,77,14.0,45.3053,-66.0808
823,Saint John CMA,NB,E2K,138,25,25.0,45.3053,-66.0808
824,Saint John CMA,NB,E2K,103,42,14.0,45.3053,-66.0808
825,Saint John CMA,NB,E2K,96,53,14.0,45.3053,-66.0808
826,Saint John CMA,NB,E2K,93,50,14.0,45.3053,-66.0808
827,Saint John CMA,NB,E2K,91,85,14.0,45.3053,-66.0808
828,Saint John CMA,NB,E2K,90,180,32.0,45.3053,-66.0808
829,Saint John CMA,NB,E2K,94,84,14.0,45.3053,-66.0808
830,Saint John CMA,NB,E2K,91,65,14.0,45.3053,-66.0808
831,Saint John CMA,NB,E2K,141,337,14.0,45.3053,-66.0808
832,Saint John CMA,NB,E2L,95,18,14.0,45.2717,-66.0584
833,Saint John CMA,NB,E2L,91,20,14.0,45.2717,-66.0584
834,Saint John CMA,NB,E2L,91,16,14.0,45.2717,-66.0584
835,Saint John CMA,NB,E2L,122,74,14.0,45.2717,-66.0584
836,Saint John CMA,NB,E2L,94,33,14.0,45.2717,-66.0584
837,Saint John CMA,NB,E2M,91,20,14.0,45.2347,-66.1749
838,Saint John CMA,NB,E2M,91,14,16.0,45.2347,-66.1749
839,Saint John CMA,NB,E2M,122,37,14.0,45.2347,-66.1749
840,Saint John CMA,NB,E2M,98,21,14.0,45.2347,-66.1749
841,Saint John CMA,NB,E2M,93,37,19.0,45.2347,-66.1749
842,Saint John CMA,NB,E2M,116,33,14.0,45.2347,-66.1749
